"admin2.name.full","total_pop","wt_night_time_light","wt_ndvi","wt_health_access"
"Kakamega_Khwisero",125145.373138428,1.67244734107499,6664.85828979346,1.81563224595171
"Kakamega_Lugari",78145.4644470215,1.46622997869383,6334.14666456833,2.89388210653331
"Kakamega_Lurambi",199667.080322266,29.2406718569292,6365.12012729037,1.59042008543633
"Kakamega_Malava",260249.68547821,2.42579953345472,6416.94933918479,3.32022563399444
"Kakamega_Matungu",192377.500259399,0.925334453115003,6303.79310325451,3.06593973283471
"Kakamega_Mumias East",142770.723297119,2.87359974111313,6360.75566594494,2.1800929295667
"Kakamega_Mumias West",127146.187072754,7.88898454100005,6312.45128970726,3.29392039230042
"Kakamega_Navakholo",178968.04359436,0.355546447387843,6373.59400019027,3.18447811281441
"Kakamega_Shinyalu",214939.011207983,3.61694958599066,6899.22278227928,2.66106747433512
"Kericho_Ainamoi",194078.344215393,21.0581975144604,7118.85434109102,2.05203839556926
"Kericho_Belgut",197132.62453258,3.80782883610207,7663.52168526002,3.28786569007128
"Kericho_Bureti",230772.154495239,2.96834619029072,7516.23240729552,2.0958153482069
"Kericho_Kipkelion East",170274.180787563,1.79291050916269,6706.64877735937,4.99021727647972
"Kericho_Kipkelion West",130552.314922333,0.234375224344873,6744.76240705777,6.45039718913641
"Kericho_Sigowet/Soin",144634.350826263,1.74180228381143,6837.48038395037,2.18305902039425
"Kiambu_Gatundu North",123400.523135513,6.30380214934565,7183.05700368665,2.05614668387469
"Kiambu_Gatundu South",120931.086636186,11.9527082086093,7173.50452449068,2.21321236595427
"Kiambu_Githunguri",173170.667907715,11.7185286272789,7043.04833633867,1.58661816887408
"Kiambu_Juja",147009.943309784,61.197695830228,4802.02022681898,2.54158096459224
"Kiambu_Kabete",134476.096435547,42.5774957798669,6038.11589737117,1.28083421178752
"Kiambu_Kiambaa",144826.250648499,46.2365598954176,6192.31900846266,1.2113306302239
"Kiambu_Kiambu",124747.687431335,60.4038604445097,6118.43825515182,1.28457319103214
"Kiambu_Kikuyu",125375.79240799,51.3815816006877,5826.81369861573,1.40622703146363
"Kiambu_Lari",145883.189515248,4.83570373403312,7045.21491078442,2.89941702635515
"Kiambu_Limuru",153029.596946716,20.3192135646659,6308.7004542137,2.05758167906
"Kiambu_Ruiru",224127.360580444,154.139864121903,3889.84496257476,1.07105171535605
"Kiambu_Thika Town",194923.271003723,102.441725802389,4572.61744942161,1.75706055718535
"Kilifi_Ganze",167338.592182398,0.263731273907073,5145.59451857087,12.1285084935438
"Kilifi_Kaloleni",211806.80109024,7.16538082857573,5147.52729848666,6.29883893288169
"Kilifi_Kilifi North",250005.245573997,15.2450046027579,5673.58813028872,3.27750020171492
"Kilifi_Kilifi South",232930.434295654,21.3664962828488,5807.45780812571,3.9659551812399
"Kilifi_Magarini",200967.556167394,1.70392873366577,5070.92252050857,18.9133790996631
"Kilifi_Malindi",221721.042210046,38.0267191354741,5100.96889578433,3.03849972994589
"Kilifi_Rabai",126962.432285309,14.3262721991879,5358.67378186657,2.94396202318589
"Kirinyaga_Gichugu",169804.198712909,4.53578240405681,7183.45826277555,1.95677462050984
"Kirinyaga_Kirinyaga Central",125808.150812149,10.728057805375,7073.04457082271,1.7406616775198
"Kirinyaga_Mwea",231669.498443604,10.9945753186246,5657.36856754345,2.220976032426
"Kirinyaga_Ndia",113976.842159271,3.92701742837951,6747.08061051221,1.64001350550208
"Kisii_Bobasi",241360.447052002,4.2671254380579,7125.10334720469,1.77578010674198
"Kisii_Bomachoge Borabu",133101.8878479,3.65272446481035,7048.12929628523,2.04546817461707
"Kisii_Bomachoge Chache",107267.126983643,6.02990272372007,7006.40949634971,1.9728917825558
"Kisii_Bonchari",139330.390625,11.3663836985691,6843.67470755466,1.51768519118299
"Kisii_Kitutu Chache North",133183.226074219,2.29839185879265,7122.00749714642,2.03583418431426
"Kisii_Kitutu Chache South",130840.527770996,18.8913057806285,6675.023664303,1.75502245531381
"Kisii_Nyaribari Chache",183985.329467773,33.5415766154072,6718.53885232142,1.39941021141632
"Kisii_Nyaribari Masaba",152790.159851074,3.8211378273713,6919.57603490228,2.0168857816272
"Kisii_South Mugirango",192301.207092285,2.68225844978922,6730.64361026921,2.51295410311686
"Kisumu_Kisumu Central",203684.250183105,125.670084824309,4811.46493998381,0.64996331177878
"Kisumu_Kisumu East",195074.945361853,53.312407524271,5347.73605319461,1.54782863642994
"Kisumu_Kisumu West",169802.403352737,13.0374180394969,6350.90756557536,2.16806158316983
"Kisumu_Muhoroni",175999.450170517,3.55282952251023,6156.48501578045,3.74138105058198
"Kisumu_Nyakach",153400.998716116,2.89972080076302,5949.01839038383,3.10011726932905
"Kisumu_Nyando",177857.36786437,6.11070303784533,5587.36102617511,3.00623933577491
"Kisumu_Seme",124839.168448448,1.155011675913,6297.22308646618,2.80609111786057
"Kitui_Kitui Central",124281.387516022,12.9596652901586,5371.92459783498,4.6326481588859
"Kitui_Kitui East",145096.92358759,0.979384133808355,5198.35292926913,22.2970500660072
"Kitui_Kitui Rural",164011.90364027,0.306280426196937,4817.02405550127,5.25571980904645
"Kitui_Kitui South",207078.489352863,0.162077465843778,4557.39666851502,13.6020677071961
"Kitui_Kitui West",119985.457151413,0.519197454202238,4640.40870665124,3.80587693258673
"Kitui_Mwingi Central",200833.261695564,5.5123271350671,4556.57836024319,15.0486191515232
"Kitui_Mwingi North",170775.784703076,0.0535870843037862,4352.00011862738,17.0995437177647
"Kitui_Mwingi West",99260.8280735016,0.208029445721666,4671.13207357861,5.43420337220037
"Kwale_Kinango",271943.075475752,3.39108848294861,4619.71379398169,12.3978850138289
"Kwale_Lungalunga",170633.812790453,0.531919673718625,5750.80559982218,14.1936388539805
"Kwale_Matuga",182349.691832706,3.36480033188667,5974.3760220513,5.28109109427488
"Kwale_Msambweni",168507.471876144,27.4556218528924,6033.0456888019,2.70245968321759
"Laikipia_Laikipia East",137898.401844978,36.1084870570333,4856.11675050653,4.53331982546142
"Laikipia_Laikipia North",122252.651674032,0.483070994746742,4359.2526119456,21.9792597588495
"Laikipia_Laikipia West",296668.202450991,10.2799952548661,5390.42114202806,6.81926279114029
"Lamu_Lamu East",3916.80706745014,1.26467393549853,6174.05874580691,31.9152012858634
"Lamu_Lamu West",85663.5087298155,4.04497588458856,5999.31730024332,23.5670535403248
"Machakos_Kangundo",109578.341918945,6.60584442193226,5971.84430876735,2.23781954218427
"Machakos_Kathiani",121587.128025055,5.67567814344448,5985.57704240347,1.96844632528107
"Machakos_Machakos Town",229518.89057827,35.6982202746367,5227.27318473202,2.40143687628822
"Machakos_Masinga",149136.562807739,0.838183403083817,4804.47520426084,4.95977100815641
"Machakos_Matungulu",152553.466556549,8.77573671467893,5320.16493601581,3.56761537469806
"Machakos_Mavoko",175366.703570604,107.609042530878,3711.43158931731,2.77879855448129
"Machakos_Mwala",201245.710830688,2.30199122536279,5066.93403807012,3.35529940520685
"Machakos_Yatta",181125.468240738,4.4098165904618,4895.75530798697,4.15090651741872
"Machakos_unknown 7",1566.88786745071,1.6602334872618,4133.51361837211,16.7255726215794
"Makueni_Kaiti",141229.546195984,0.421277725350708,5909.25847424297,2.98023889981039
"Makueni_Kibwezi East",157926.551431434,0.949677871815645,4482.05772765296,6.46682812160689
"Makueni_Kibwezi West",199967.720086113,2.74268635374013,4529.93119821883,4.80631591138074
"Makueni_Kilome",126011.109153748,1.08302704108439,5258.75551243128,3.96796311035849
"Makueni_Makueni",229478.610116959,3.21390133840145,4937.15091341201,5.00114371716252
"Makueni_Mbooni",229076.448783875,0.611818132162542,5598.11019370853,3.63843512214774
"Mandera_Banissa",334059.424087048,0.0609983895279033,3751.45976387165,42.4807238174059
"Mandera_Lafey",310112.384542465,0.0152503328950348,2886.09553927777,75.2002767457976
"Mandera_Mandera East",373340.916407108,8.14648279226534,2677.51812799671,30.3671918521519
"Mandera_Mandera North",404088.802984715,0.284329542283169,3055.85457806674,42.3684933376998
"Mandera_Mandera South",531729.990589142,0.841276319007659,2801.25479030564,35.7835464028093
"Mandera_Mandera West",428565.846387863,1.2705664694666,3437.93680824998,36.443844501111
"Mandera_unknown 1",93828.5793609619,0,3053.97251534164,49.3172855916365
"Marsabit_Laisamis",79677.6521574184,0.119130445993794,2148.3867610496,64.4537103915865
"Marsabit_Moyale",126696.410813421,7.12599509448896,4219.23532270786,26.0191446938837
"Marsabit_North Horr",89980.9734244887,0.00429102221363861,1972.32954758417,106.585639522969
"Marsabit_Saku",55896.6959286332,10.3257557714026,4365.60409884031,16.6525056695987
"Meru_Buuri",169793.009079227,6.94809151458435,5515.42959306685,4.16445758128424
"Meru_Central Imenti",149186.05807815,1.72455002494476,6704.04565999447,3.54185606163567
"Meru_Igembe Central",236081.422326103,1.86692721297192,6607.99214561899,6.42061847697969
"Meru_Igembe North",177770.102003098,1.22554617580156,6346.15489488851,12.1081172450387
"Meru_Igembe South",158233.012948059,9.5518344439612,7234.09389025988,3.306474842084
"Meru_North Imenti",169564.911193848,35.280525259249,6354.48742647271,2.20833378404822
"Meru_South Imenti",223687.675896285,7.95216793901854,7126.73417801125,1.97407932397479
"Meru_Tigania East",208459.22739172,1.42743578676785,6379.64572458751,9.65675380707293
"Meru_Tigania West",150296.183679581,2.35810059711845,5837.72860533606,3.15809351965956
"Meru_unknown 5",17284.0417938232,0.0214202825374979,5954.6305264182,3.62564852647036
"Migori_Awendo",133024.311210632,4.75633313286845,6275.11464286799,2.34143827670844
"Migori_Kuria East",120688.414413452,0.737750928064223,6163.66931492869,4.2845406825042
"Migori_Kuria West",168626.290603638,2.08802086246342,6193.89216591171,3.0358578537625
"Migori_Nyatike",173439.726608872,1.19445379947026,5249.91539340698,4.40174882304549
"Migori_Rongo",127693.588012695,5.19405418158876,6425.77315617165,2.25738490860784
"Migori_Suna East",123022.06161499,9.08515973868345,6373.45070991324,2.05374908535007
"Migori_Suna West",110039.794158936,9.45798383199114,6061.50761605389,2.36475856486145
"Migori_Uriri",140725.918647766,1.08553625257558,6390.06012241628,2.36315285883397
"Mombasa_Changamwe",152328.243530273,336.018954089227,3418.79864831178,0.455369681962718
"Mombasa_Jomvu",118923.16519165,104.251947305439,3902.88033871483,0.911623177397203
"Mombasa_Kisauni",281357.8098526,97.2129307206796,4067.14524440672,1.74622230137879
"Mombasa_Likoni",171571.041557312,100.757096847609,3712.61684721954,0.760828110946067
"Mombasa_Mvita",128498.848144531,311.577312652619,2787.67241042938,0.422027933430141
"Mombasa_Nyali",216056.856933594,175.029921303175,4015.7802705326,0.745091364326286
"Murang'a_Gatanga",194453.050832001,5.76254651362004,6782.71950140301,2.59869880891662
"Murang'a_Kandara",177544.577804565,4.73386195510992,6863.88252683329,1.88040329566605
"Murang'a_Kangema",89456.132732871,2.75283635675106,7381.40056474086,1.98995895037429
"Murang'a_Kigumo",144037.474069421,2.52445734397314,7188.30469772437,2.25131424996262
"Murang'a_Kiharu",213033.809322357,9.04680845835266,6681.59592747505,1.92932821425712
"Murang'a_Maragwa",178990.094642639,6.80316563447726,6207.31910202287,2.6951909031125
"Murang'a_Mathioya",100560.627399975,1.99995341029353,7283.60135881784,1.9218295183241
"Nairobi_Dagoretti North",207328.317626953,263.651369663881,4222.39304859957,0.578677016122002
"Nairobi_Dagoretti South",314528.032531738,224.371854434079,4574.21860338039,0.517517712701093
"Nairobi_Embakasi Central",272828.163574219,541.21612925892,2446.74613022896,0.260440377808558
"Nairobi_Embakasi East",381425.860809326,337.059692367211,3090.16005075876,1.13900533593664
"Nairobi_Embakasi North",246349.890625,381.396620189521,2939.35837613338,0.364610298224063
"Nairobi_Embakasi South",227711.594116211,376.805950287621,2563.35736350635,0.189270936443049
"Nairobi_Embakasi West",250542.745117188,432.901794473576,2850.96527847232,0.100603315161932
"Nairobi_Kamukunji",303828.45703125,308.947634348417,3521.54425529018,0.113060565305787
"Nairobi_Kasarani",327956.229978561,265.297733614112,3479.46773375604,1.20026346295249
"Nairobi_Kibra",334024.072021484,317.331111685636,3578.91332271706,0.0198033330375756
"Nairobi_Langata",220920.877087593,239.239169428177,4677.68791888975,0.813684260543971
"Nairobi_Makadara",286754.98828125,401.696369849654,2925.13925442762,0.111411421512512
"Nairobi_Mathare",321770.56640625,337.610698304137,3536.98146154648,0
"Nairobi_Roysambu",276281.230316162,249.828385898942,4260.98854082792,0.635681122250119
"Nairobi_Ruaraka",208424.328613281,336.093153491324,3427.78853979484,0.066725916900627
"Nairobi_Starehe",178278.225830078,423.516817953043,3145.80447190296,0.190421057868327
"Nairobi_Westlands",302337.574417114,218.002988371158,4779.28549119037,0.59743566672569
"Nakuru_Bahati",205292.803043365,17.5343247883282,5795.77108866776,3.43648842725326
"Nakuru_Gilgil",207852.517866313,19.2836214276646,5066.60564953352,5.40015858037184
"Nakuru_Kuresoi North",180122.268615723,7.11556137014291,6322.07531334068,4.85570377489131
"Nakuru_Kuresoi South",154927.093772888,0.445430214673334,6986.33756130173,4.45726835194597
"Nakuru_Molo",178419.310843468,14.3361645670868,6233.08338045457,4.24020297753326
"Nakuru_Naivasha",328950.309672356,30.5830967799141,4906.38033415566,4.69974007845512
"Nakuru_Nakuru Town East",258180.037075356,202.901476324443,4526.55373271601,1.02527990552333
"Nakuru_Nakuru Town West",202652.596241347,185.583428174783,4163.38086483894,0.799333659784935
"Nakuru_Njoro",258321.206377983,7.011147323254,6004.57449365014,5.11713778862928
"Nakuru_Rongai",190036.096407413,6.76902918423782,5404.87606698582,4.91003511035012
"Nakuru_Subukia",125261.463220596,3.7166880337202,6089.93271830783,4.5156320213242
"Nandi_Aldai",223942.736219406,1.2214852357915,7300.6094757787,5.36072185528193
"Nandi_Chesumei",175214.554674149,0.89986347596756,7156.00611364415,4.09791344314658
"Nandi_Emgwen",195241.763244629,7.70153286252261,7245.032018054,3.76959221880944
"Nandi_Mosop",190380.728370667,0.43934612764187,6612.79926572788,5.037236419516
"Nandi_Nandi Hills",154253.575842442,2.35887549855625,7464.26701749936,3.42207188896434
"Nandi_Tinderet",151643.604015969,0.361281962588262,7096.42015887734,5.99055458898278
"Narok_Emurua Dikirr",132601.624717712,0.0488060978203264,6568.47573485926,2.87272632385871
"Narok_Kilgoris",279959.732339621,2.02604666902173,6610.22774128954,6.77561764970077
"Narok_Narok East",96421.4831066132,1.33232270909899,5292.02874154108,14.0483692549345
"Narok_Narok North",273886.618029937,12.9436271642797,5964.22692766925,16.9736233151928
"Narok_Narok South",267313.268232405,0.160186251823902,5796.80334021946,16.2236065127835
"Narok_Narok West",196930.569449782,0.239226357111626,5452.27046669345,11.085274424104
"Nyamira_Borabu",152265.794494629,2.27341321222772,7240.53798969551,2.14101902877888
"Nyamira_Kitutu Masaba",241864.731231689,2.79194217487019,7234.81722630015,1.72976033847524
"Nyamira_North Mugirango",149235.188598633,2.14742120549437,7147.89066708859,1.8201753975669
"Nyamira_West Mugirango",195736.547943115,3.90211131196862,7257.01125910341,1.74844821482157
"Nyandarua_Kinangop",220746.736923218,4.49576646526838,6332.59227867475,3.35022751389583
"Nyandarua_Kipipiri",111286.097819805,1.4916208270319,6565.39672703566,5.98370294866492
"Nyandarua_Ndaragwa",101721.290832281,1.39150517311412,5973.82354050969,5.71074418714353
"Nyandarua_Ol Jorok",123092.049589396,2.9231855388327,6143.97514357162,4.32384455043728
"Nyandarua_Ol Kalou",138173.788544178,5.93592563158836,6184.80717504432,3.61443918728078
"Nyeri_Kieni",209068.266794391,5.17653062675656,5898.31391148296,7.42122029637752
"Nyeri_Mathira",167656.386570787,10.7043778058509,7054.7732442675,1.87211913255351
"Nyeri_Mukurweini",99371.7117614746,3.61641812030566,7060.9572482035,1.72517422035204
"Nyeri_Nyeri Town",135130.184196472,57.2699879072892,6230.16845845712,1.3337050200992
"Nyeri_Othaya",99614.137802124,6.31027795171458,7451.63706842456,1.53746851447351
"Nyeri_Tetu",89008.8094296828,3.8979115249377,7204.52594132106,1.92583569110863
"Samburu_Samburu East",80593.088260375,0.985028085491226,3179.27504867556,48.7680777603396
"Samburu_Samburu North",116184.65246886,0.967871573738524,4155.25204740681,79.2138354233292
"Samburu_Samburu West",117296.009410679,8.64979656168823,4968.92631640692,24.2424799948814
"Siaya_Alego Usonga",235740.343625069,5.20104220845294,6346.50798624751,2.86988457626273
"Siaya_Bondo",190311.208968997,4.45644075477326,6192.6646777543,3.19190511471503
"Siaya_Gem",201201.061706543,2.42112636657387,6726.89683599115,2.34580911488832
"Siaya_Rarieda",172112.358118534,0.606185778903471,5982.04295249786,2.45914202531245
"Siaya_Ugenya",134070.862045288,0.872038938057793,6528.53359238643,2.84794429341785
"Siaya_Ugunja",114961.587310791,3.82265885709959,6443.18901964423,2.59366529268071
"Taita Taveta_Mwatate",86128.8212512927,1.55185300303403,5799.33047011791,5.11356005188589
"Taita Taveta_Taveta",89953.5504714949,5.0108064316523,5052.08298670941,5.86274832631179
"Taita Taveta_Voi",124589.859773347,19.4211433310553,4381.83417916466,6.68840532642242
"Taita Taveta_Wundanyi",78224.3172917366,4.93065802107309,6402.53578991071,4.63057807841433
"Tana River_Bura",161508.883240387,2.01667513180333,3422.51782570844,32.2521195521083
"Tana River_Galole",89583.5286392495,4.03389715291112,3586.46567901549,26.5582521293131
"Tana River_Garsen",126334.36202476,0.652378087470926,5449.29860634133,32.8030311662819
"Tharaka-Nithi_Chuka/Igambang'Ombe",119716.10903637,5.8912280163895,6270.23936920173,2.36240932229587
"Tharaka-Nithi_Igembe South",30730.5309638977,0.316552786187427,4898.14045333572,12.9317286976371
"Tharaka-Nithi_Maara",110520.021628693,1.82174701432456,6683.05477853455,2.41933869462644
"Tharaka-Nithi_Tharaka",113608.67933476,0.0984688570320129,4771.5532226215,9.45167345624736
"Trans Nzoia_Cherangany",282325.800203323,0.652896955333107,6346.89781554316,4.34635470402863
"Trans Nzoia_Endebess",126658.884218931,0.395987884238137,6054.80621926611,14.3127874118308
"Trans Nzoia_Kiminini",278645.934173584,5.90566918371938,6197.85107798706,2.9622120562626
"Trans Nzoia_Kwanza",144446.753925323,3.0197347936935,5806.227616441,3.92960027878882
"Trans Nzoia_Saboti",258977.968091965,25.4910073647472,5680.89163213014,4.04758082691735
"Trans Nzoia_unknown 4",60961.4298629761,0.723004858928272,5838.48651259013,5.39212351998769
"Turkana_Loima",187201.355154753,0.013959879200672,2738.71635603084,100.347529952582
"Turkana_Turkana Central",180484.789945573,5.2205313696931,1754.68479929884,32.7262324870054
"Turkana_Turkana East",73962.1276293602,0.00166046283238502,2224.23110557073,167.489510766311
"Turkana_Turkana North",163250.967809059,0.00411364510069053,2281.61683491092,85.9483314863007
"Turkana_Turkana South",188603.332173347,0.310356519920617,2246.39692647198,66.7162133135582
"Turkana_Turkana West",319378.939767301,1.7132520699635,3587.33894312343,95.2693557363921
"Turkana_unknown 2",56311.0680209398,0.148147669324372,1938.46047781318,148.85052207718
"Uasin Gishu_Ainabkoi",152032.951311111,21.7553696911838,5758.99554930875,2.82166876102053
"Uasin Gishu_Kapseret",209081.705978394,54.4652479278557,5243.33176145927,1.97817219642556
"Uasin Gishu_Kesses",217625.788542738,19.6236576858778,6006.88497048582,4.27365947944583
"Uasin Gishu_Moiben",194583.019363403,20.5312204077655,5253.10089761598,3.56009144150988
"Uasin Gishu_Soy",245760.020690918,6.10973275995646,5556.1819823629,3.25329683689478
"Uasin Gishu_Turbo",283661.194412231,27.783672578786,5298.53986872787,2.01047052581266
"Vihiga_Emuhaya",107729.197631836,2.96818264959705,6806.73824679241,1.70216174938646
"Vihiga_Hamisi",186543.69052881,4.76542513469839,6962.44508767488,2.50857988889047
"Vihiga_Luanda",128205.760437012,6.85196514940976,6631.94604165976,1.77625997742398
"Vihiga_Sabatia",155748.234741211,5.3978393162286,6860.51068339665,2.0086094731114
"Vihiga_Vihiga",125444.210998535,7.46400237028349,6751.79344081212,1.90556802511306
"Wajir_Eldas",194366.683726013,0.0430727323822345,2555.15967559311,35.422549215632
"Wajir_Tarbaj",234165.135248184,0,3129.12732167835,40.2441937865777
"Wajir_Wajir East",284138.613071918,11.3552446585672,2699.73148432382,12.5378511741818
"Wajir_Wajir North",374535.79541266,0.116821508831609,3646.86408735763,45.007355322407
"Wajir_Wajir South",329849.055050593,0.106548772675915,2653.13497769646,40.8391023528518
"Wajir_Wajir West",206535.535980225,0.0227974010839535,2207.74661635947,47.504949695877
"West Pokot_Kacheliba",223543.006402969,0.0757710083026326,4971.592846243,45.5454792905643
"West Pokot_Kapenguria",184541.172398806,10.1445770008595,5730.26275335307,18.8056078570183
"West Pokot_Pokot South",213128.377008438,0.51700902639112,6288.00319470928,20.022996498664
"West Pokot_Sigor",123333.907511473,0.0791404232788782,5883.39388518564,50.6907810115907
"West Pokot_unknown 3",11406.8404874802,0,4767.60768709096,49.6955357932477
